
agency_cd	site_no	station_nm	site_tp_cd	lat_va	long_va	dec_lat_va	dec_long_va	coord_meth_cd	coord_acy_cd	coord_datum_cd	dec_coord_datum_cd	district_cd	state_cd
USGS	02401695	 F 42 READ'S SPRING-USGS 02401695	SP	335219	0855353	33.87204399	-85.89802390	M	U	NAD27	NAD83	01	01
USGS	02401700	OHATCHEE CREEK AT READS AL	ST	335214	0855401	33.87065509	-85.90024619	M	U	NAD27	NAD83	01	01
USGS	02401710	OHATCHEE CREEK NEAR DUKE, AL	ST	335122	0855503	33.85621056	-85.91746870	M	U	NAD27	NAD83	01	01
USGS	02401715	OHATCHEE CREEK NEAR OHATCHEE AL	ST	334731	0855931	33.79204357	-85.99191460	M	U	NAD27	NAD83	01	01
USGS	02401725	LITTLE CREEK AT MERRELLTON AL	ST	335212	0854500	33.87010110	-85.74996479	M	U	NAD27	NAD83	01	01
USGS	02401730	  L   1 GERMANIA SPRING NR JACKSONVILLE	SP	335050	0854525	33.84732340	-85.75690920	M	U	NAD27	NAD83	01	01
USGS	02401735	LITTLE CREEK NEAR JACKSONVILLE AL	ST	335009	0854659	33.83593430	-85.78302090	M	U	NAD27	NAD83	01	01
USGS	02401745	(  L  21) BIG SPRING AT JACKSONVILLE	SP	334850	0854551	33.81399020	-85.76413139	M	U	NAD27	NAD83	01	01
USGS	02401747	WILLIAMS BRANCH AT JACKSONVILLE, ALA	ST	334853	0854628	33.81482344	-85.77440940	M	U	NAD27	NAD83	01	01
USGS	02401749	WILLIAMS BRANCH NR JACKSONVILLE, ALA	ST	334925	0854654	33.82371219	-85.78163189	M	S	NAD27	NAD83	01	01
USGS	02401755	TR TO L TALLASSEEHATCHEE CR AT FT MCCL (PESTICIDE)	ST	334439	0854709	33.74426835	-85.78579800	M	U	NAD27	NAD83	01	01
USGS	02401760	LITTLE TALLASSEEHATCHEE CREEK NEAR WEAVER, AL	ST	334647	0854709	33.77982355	-85.78579830	M	S	NAD27	NAD83	01	01
USGS	02401765	LITTLE TALLAHATCHEE CREEK NEAR JACKSONVILLE AL	ST	334811	0854735	33.80315666	-85.79302090	M	U	NAD27	NAD83	01	01
USGS	02401770	TALLAHATCHEE CREEK NEAR JACKSONVILLE AL	ST	334814	0854926	33.80398967	-85.82385499	M	U	NAD27	NAD83	01	01
USGS	02401775	SEVEN SPRINGS CREEK NR ANGEL, ALA	ST	335108	0855144	33.85232228	-85.86218959	M	U	NAD27	NAD83	01	01
USGS	02401785	ANGEL CREEK NEAR WELLINGTON AL	ST	334933	0855201	33.82593350	-85.86691170	M	U	NAD27	NAD83	01	01
USGS	02401800	TALLASSEEHATCHEE CREEK NEAR WELLINGTON, AL.	ST	334857	0855222	33.81593350	-85.87274520	M	U	NAD27	NAD83	01	01
USGS	02401820	TALLAHATCHEE CREEK BELOW WELLINGTON AL	ST	334901	0855421	33.81704429	-85.90580150	M	U	NAD27	NAD83	01	01
USGS	02401850	(  M  91) MCCULLARS SPRING	SP	334623	0855601	33.77315540	-85.93357970	M	U	NAD27	NAD83	01	01
USGS	02401895	OHATCHEE CREEK AT OHATCHEE, ALA.	ST	334649	0855954	33.78037690	-85.99830350	N	S	NAD27	NAD83	01	01
USGS	02401897	TR TO CANE CR AT FORT MCCLELLAN (PESTICIDE SHED)	ST	334310	0854732	33.71954670	-85.79218690	M	U	NAD27	NAD83	01	01
USGS	02401898	TRIB TO REMOUNT CR AT FT MCCLELLAN, AL (MOTOR POOL	ST	334221	0854810	33.70593589	-85.80274260	M	U	NAD27	NAD83	01	01
USGS	02401902	CANE CREEK NEAR ANNISTON AL	ST	334348	0854854	33.73010177	-85.81496530	M	U	NAD27	NAD83	01	01
USGS	02401903	TRIB TO CAVE CR AT FT MCCLELLAN, AL (CHEM DECONT)	ST	334357	0854558	33.73260220	-85.76607520	M	U	NAD27	NAD83	01	01
USGS	0240190350	UNNAMED TR TO CAVE CR AT FORT MCCLELLAN, AL (DRMO)	ST	334325	0854643	33.72371340	-85.77857550	M	U	NAD27	NAD83	01	01
USGS	02401904	CANE C BELOW FT MC CLELLAN, ALA	ST	334419	0855051	33.73871230	-85.84746620	M	U	NAD27	NAD83	01	01
USGS	02401905	CANE CREEK NEAR ALEXANDRIA AL	ST	334406	0855251	33.73510097	-85.88080030	M	U	NAD27	NAD83	01	01
USGS	02401910	CANE CREEK NR MORRISVILLE, ALA	ST	334340	0855844	33.72787796	-85.97885830	M	U	NAD27	NAD83	01	01
USGS	02401915	CANE CREEK AT FRANCIS MILL AL	ST	334344	0860238	33.72898889	-86.04386010	M	U	NAD27	NAD83	01	01
USGS	02401925	 TROUT CREEK AT RAGLAND AL	ST	334427	0860921	33.74093320	-86.15580790	M	U	NAD27	NAD83	01	01
USGS	02401990	BROKEN ARROW CREEK NEAR PELL CITY AL	ST	334007	0861645	33.66871290	-86.27914460	M	U	NAD27	NAD83	01	01
USGS	02401996	BROKEN ARROW CREEK NR RIVERSIDE, ALA	ST	334018	0861406	33.67176840	-86.23497660	M	U	NAD27	NAD83	01	01
USGS	02402500	COOSA RIVER AT RIVERSIDE AL	ST	333620	0861157	33.60565898	-86.19914190	M	U	NAD27	NAD83	01	01
USGS	02402900	AVONDALE SPRINGS AT PELL CITY, ALA	SP	333629	0861558	33.60815888	-86.26608840	M	U	NAD27	NAD83	01	01
USGS	02403000	COOSA RIVER AT LOCK 5 BELOW RIVERSIDE, AL.	ST	333433	0861252	33.57593750	-86.21442000	M	U	NAD27	NAD83	01	01
USGS	02403010	DYE CREEK NR PELL CITY, ALA	ST	333456	0861524	33.58232620	-86.25664360	M	U	NAD27	NAD83	01	01
USGS	02403085	CHOCCOLOCCO CREEK NEAR RABBITTOWN	ST	334946	0853455	33.82954670	-85.58190420	M	U	NAD27	NAD83	01	01
USGS	02403135	CHOCCOLOCCO CREEK NEAR WHITE PLAINS AL	ST	334438	0854012	33.74399160	-85.66996170	M	U	NAD27	NAD83	01	01
USGS	02403155	COTTAQUILA CREEK AT WHITE PLAINS AL	ST	334438	0854048	33.74399150	-85.67996190	M	U	NAD27	NAD83	01	01
USGS	02403190	CHOCCOLOCCO CREEK NEAR CHOCCOLOCCO AL	ST	334135	0854113	33.69315949	-85.68690600	M	U	NAD27	NAD83	01	01
USGS	02403200	CHOCCOLOCCO CREEK AT CHOCCOLOCCO AL	ST	333948	0854116	33.66343806	-85.68773909	M	U	NAD27	NAD83	01	01
USGS	02403250	CHOCCOLOCCO C AT US HIWAY 431 & 78 NR CHOCCOLOCC	ST	333725	0854335	33.62371658	-85.72635090	M	U	NAD27	NAD83	01	01
USGS	02403310	CHOCCOLOCCO CREEK NEAR BOILING SPRING, ALABAMA	ST	333607	0854707	33.60204998	-85.78524110	M	S	NAD27	NAD83	01	01
USGS	02403320	BOILING SPRING NR OXFORD, ALA	SP	333630	0854722	33.60843865	-85.78940800	M	U	NAD27	NAD83	01	01
USGS	02403325	CHOCCOLOCCO CREEK AT BOILING SPRINGS AL	ST	333621	0854724	33.60593870	-85.78996350	M	U	NAD27	NAD83	01	01
USGS	02403360	SNOW CREEK AT ANNISTON, ALA	ST	333944	0855100	33.66232550	-85.84996560	M	U	NAD27	NAD83	01	01
USGS	02403365	SNOW CREEK NR ANNISTON, ALA	ST	333857	0854953	33.64927048	-85.83135390	M	U	NAD27	NAD83	01	01
USGS	02403375	SNOW CREEK AT ---STREET AT SOUTHSIDE, AL.	ST	333742	0854943	33.62843774	-85.82857590	M	S	NAD27	NAD83	01	01
USGS	02403380	SNOW CREEK BELOW ANNISTON, ALA	ST	333655	0854930	33.61538258	-85.82496450	M	S	NAD27	NAD83	01	01
USGS	02403385	SNOW CREEK AT OXFORD, ALA	ST	333640	0854928	33.61121600	-85.82440890	M	U	NAD27	NAD83	01	01
USGS	02403395	CHOCCOLOCCO C AT OXFORD, ALA	ST	333601	0854940	33.60038296	-85.82774230	M	S	NAD27	NAD83	01	01
USGS	02403400	CHOCCOLOCCO CREEK NEAR OXFORD AL	ST	333506	0855053	33.58510540	-85.84802050	M	U	NAD27	NAD83	01	01
USGS	02403475	CHOCCOLOCCO CREEK NR SILVER RUN, ALA	ST	333456	0855421	33.58232719	-85.90579980	M	U	NAD27	NAD83	01	01
USGS	02403495	DRY CREEK NR ANNISTON, ALA	ST	333719	0855600	33.62204805	-85.93330080	M	U	NAD27	NAD83	01	01
USGS	02403499	DRY CREEK ABOVE COLDWATER SPRING BRANCH	ST	333601	0855533	33.60038206	-85.92580050	M	U	NAD27	NAD83	01	01
USGS	02403500	  W  12 COLDWATER SPRING NR ANNISTON	SP	333610	0855533	33.60288199	-85.92580050	M	U	NAD27	NAD83	01	01
USGS	02403502	COLDWATER CREEK NEAR COLDWATER, AL	ST	333546	0855524	33.59621550	-85.92330040	M	U	NAD27	NAD83	01	01
USGS	02404000	CHOCCOLOCCO CREEK NEAR JENIFER AL	ST	333414	0855550	33.57066060	-85.93052259	M	U	NAD27	NAD83	01	01
USGS	02404015	SALT CREEK NR MUNFORD, ALA	ST	333217	0855537	33.53816156	-85.92691110	M	U	NAD27	NAD83	01	01
USGS	02404100	CHOCCOLOCCO CREEK NR EASTABOGA, ALA	ST	333305	0860019	33.55149387	-86.00524680	M	U	NAD27	NAD83	01	01
USGS	02404235	CHEAHA CREEK AT ALA HWY 21 NEAR MCELDERRY AL	ST	333012	0860017	33.50343967	-86.00469090	M	U	NAD27	NAD83	01	01
USGS	02404240	  G  14   CEDAR SPRINGS NEAR MUNFORD	SP	333049	0860100	33.51371714	-86.01663580	M	F	NAD27	NAD83	01	01
USGS	02404245	CHEAHA CREEK NEAR TALLADEGA AL	ST	333037	0860058	33.51038390	-86.01608019	M	U	NAD27	NAD83	01	01
USGS	02404400	CHOCCOLOCCO CREEK AT JACKSON SHOAL NR LINCOLN AL	ST	333254	0860549	33.54843830	-86.09691630	M	U	NAD27	NAD83	01	01
USGS	02404500	CHOCCOLOCCO CREEK NEAR LINCOLN AL	ST	333338	0860735	33.56066019	-86.12636170	M	U	NAD27	NAD83	01	01
USGS	02405000	COOSA RIVER NEAR CROPWELL AL	ST	333117	0861334	33.52149445	-86.22608680	M	U	NAD27	NAD83	01	01
USGS	02405200	COOSA RIVER AT LOGAN MARTIN DAM NEAR VINCENT AL	ST	332532	0862013	33.42566370	-86.33692250	M	U	NAD27	NAD83	01	01
USGS	02405202	COOSA R BL LOGAN MARTIN DAM NR VINCENT AL (TAIL)	ST	332530	0862020	33.42510817	-86.33886699	M	U	NAD27	NAD83	01	01
USGS	02405260	KELLY CREEK NR PRESCOTT, ALA	ST	333442	0862732	33.57843690	-86.45887140	M	U	NAD27	NAD83	01	01
USGS	02405300	WOLF CREEK NEAR PELL CITY AL	ST	333524	0861912	33.59010365	-86.31997869	M	U	NAD27	NAD83	01	01
USGS	02405310	WOLF CREEK NR EDEN, ALA	ST	333408	0862020	33.56899299	-86.33886799	M	U	NAD27	NAD83	01	01
USGS	02405325	WOLF CREEK NEAR LONDON AL	ST	333122	0862352	33.52288275	-86.39775819	M	U	NAD27	NAD83	01	01
USGS	02405490	KELLY CREEK ABOVE VINCENT, ALA	ST	332842	0862422	33.47843950	-86.40609140	M	U	NAD27	NAD83	01	01
USGS	02405500	KELLY CREEK NEAR VINCENT AL	ST	332651	0862313	33.44760728	-86.38692400	M	S	NAD27	NAD83	01	01
USGS	02405506	TOE RIVER NR VINCENT, ALA	ST	332706	0862150	33.45177388	-86.36386790	M	U	NAD27	NAD83	01	01
USGS	02405508	KELLY CREEK NR NEW LONDON, ALA	ST	332618	0862121	33.43844100	-86.35581199	M	U	NAD27	NAD83	01	01
USGS	02405510	KELLY CREEK NR LOGAN MARTIN DAM, ALA	ST	332546	0862112	33.42955240	-86.35331190	M	U	NAD27	NAD83	01	01
USGS	02405512	KELLY CREEK BELOW LOGAN MARTIN DAM, ALA	ST	332511	0862113	33.41983050	-86.35358960	M	U	NAD27	NAD83	01	01
USGS	02405600	SPRING CREEK AT VINCENT, ALA	ST	332329	0862432	33.39149798	-86.40886859	M	U	NAD27	NAD83	01	01
USGS	02405610	Tributary to Spring Cr. at Co.Rd.60 nr. Vincent,AL	ST	332353	0862415	33.39816443	-86.40414629	M	5	NAD27	NAD83	01	01
USGS	02405800	TALLADEGA CREEK ABOVE TALLADEGA AL	ST	332238	0860122	33.37733247	-86.02274660	M	U	NAD27	NAD83	01	01
USGS	02405805	MUMP CREEK NR WALDO, ALA	ST	332234	0860132	33.37622139	-86.02552440	M	U	NAD27	NAD83	01	01
USGS	02405825	TALLADEGA CREEK AT WALDO AL	ST	332241	0860148	33.37816577	-86.02996899	M	U	NAD27	NAD83	01	01
USGS	02405845	UNNAMED TRIB TO TALLADEGA CREEK NR WALDO, ALA	ST	332221	0860332	33.37261035	-86.05885869	M	U	NAD27	NAD83	01	01
USGS	02405850	TALLADEGA CREEK NR WALDO, ALA	ST	332225	0860406	33.37372140	-86.06830340	M	U	NAD27	NAD83	01	01
USGS	02405880	DRIVERS BRANCH NR WALDO, ALA	ST	332319	0860359	33.38872094	-86.06635900	M	U	NAD27	NAD83	01	01
USGS	02405910	TALLADEGA CREEK NR ALLISON MILL, ALA	ST	332233	0860543	33.37594350	-86.09524860	M	U	NAD27	NAD83	01	01
USGS	02405950	DRY CREEK NR BERNEYS, ALA	ST	332213	0860555	33.37038814	-86.09858200	M	U	NAD27	NAD83	01	01
USGS	02405975	WASH BRANCH NR ALLISON MILL, ALA	ST	332230	0860604	33.37511020	-86.10108210	M	U	NAD27	NAD83	01	01
USGS	02406000	TALLADEGA CREEK NEAR TALLADEGA AL	ST	332324	0860645	33.39010970	-86.11247140	M	U	NAD27	NAD83	01	01
USGS	02406010	WEISINGER BRANCH NR BEMISTON, ALA	ST	332349	0860650	33.39705395	-86.11386040	M	U	NAD27	NAD83	01	01
USGS	02406050	TALLADEGA CREEK (TALLADEGA WATER SYSTEM)	ST	332359	0860738	33.39983160	-86.12719410	M	U	NAD27	NAD83	01	01
USGS	02406100	TALLADEGA CREEK NEAR BEMISTON AL	ST	332425	0860806	33.40705360	-86.13497220	M	U	NAD27	NAD83	01	01
USGS	02406140	UNNAMED TRIB TO TOWN CREEK NR TALLADEGA, ALA	ST	332500	0860600	33.41677557	-86.09997120	M	U	NAD27	NAD83	01	01
USGS	02406150	TOWN CREEK NR BEMISTON, ALA	ST	332506	0860740	33.41844215	-86.12774980	M	U	NAD27	NAD83	01	01
USGS	02406170	TALLADEGA CREEK WEST OF BEMISTON, ALA	ST	332452	0860923	33.41455334	-86.15636180	M	U	NAD27	NAD83	01	01
USGS	02406180	BARCLAY BRANCH NR BARCLAY, ALA	ST	332503	0860940	33.41760880	-86.16108410	M	U	NAD27	NAD83	01	01
USGS	02406200	TALLADEGA CREEK NR BARCLAY, ALA	ST	332444	0860942	33.41233118	-86.16163970	M	U	NAD27	NAD83	01	01
USGS	02406205	TALLADEGA CREEK BELOW BARCLAY, ALA	ST	332434	0860942	33.40955349	-86.16163970	M	U	NAD27	NAD83	01	01
USGS	02406250	SPRING TRIB TO TALLADEGA C NR NOTTINGHAM, ALA	ST	332408	0861025	33.40233148	-86.17358440	M	U	NAD27	NAD83	01	01
USGS	02406300	  R   2 GROGAN SPRING AT MARDISVILLE, ALA.	SP	332311	0860930	33.38649867	-86.15830609	M	F	NAD27	NAD83	01	01
USGS	02406310	GROGAN SPRING TRIB TO TALLADEGA C NR MARDISVILLE	ST	332323	0860958	33.38983189	-86.16608410	M	U	NAD27	NAD83	01	01
USGS	02406475	TALLADEGA CREEK AT REYNOLDS MILL, ALA	ST	332120	0861255	33.35566620	-86.21525200	M	U	NAD27	NAD83	01	01
USGS	02406500	TALLADEGA CREEK AT ALPINE AL	ST	332134	0861403	33.35955497	-86.23414140	M	U	NAD27	NAD83	01	01
USGS	02406903	CROOKED CREEK NR SYLACAUGA, ALA	ST	331221	0861221	33.20594850	-86.20580620	M	U	NAD27	NAD83	01	01
USGS	02406908	TALLASEEHATCHEE C AT SYLACAUGA RESERVOIR	ST	331224	0861142	33.20678186	-86.19497260	M	U	NAD27	NAD83	01	01
USGS	02406910	EMAUHEE CREEK NR SYCAMORE, ALA	ST	331355	0861158	33.23205895	-86.19941730	M	U	NAD27	NAD83	01	01
USGS	02406912	EMAUHEE CREEK NR SYLACAUGA, ALA	ST	331322	0861328	33.22289249	-86.22441790	M	U	NAD27	NAD83	01	01
USGS	02406920	TALLASSEEHATCHEE CREEK NEAR SYLACAUGA AL	ST	331247	0861150	33.21317057	-86.19719490	M	U	NAD27	NAD83	01	01
USGS	02406922	DARBY BRANCH AT SYLACAUGA, AL	ST	331017	0861604	33.17150494	-86.26775210	M	S	NAD27	NAD83	01	01
USGS	02406930	SHIRTEE CREEK NEAR ODENA, ALABAMA	ST	331242	0861624	33.21178164	-86.27330800	M	S	NAD27	NAD83	01	01
USGS	02406942	  W  17 JOHNNY JONES SPRING NR. CHILDERSBURG, AL.	SP	331518	0861529	33.25511379	-86.25803010	M	F	NAD27	NAD83	01	01
USGS	02406943	TALLASEEHATCHEE CREEK NR SYCAMORE, ALA	ST	331519	0861535	33.25539156	-86.25969680	M	U	NAD27	NAD83	01	01
USGS	02406947	TALLASSEEHATCHEE CREEK ABOVE CHILDERSBURG,AL	ST	331600	0861700	33.26678007	-86.28330870	M	S	NAD27	NAD83	01	01
USGS	02406970	WEEWOKA CREEK AT STATE HIGHWAY 21 AT WINTERBORO,AL	ST	331858	0861147	33.31622305	-86.19636220	M	S	NAD27	NAD83	01	01
USGS	02406990	TALLASSEEHATCHEE CREEK NEAR CHILDERSBURG AL	ST	331701	0862021	33.28372390	-86.33914360	M	U	NAD27	NAD83	01	01
USGS	02406995	TALLASSEEHATCHEE CREEK AT CHILDERSBURG, ALA	ST	331702	0862021	33.28400167	-86.33914360	M	U	NAD27	NAD83	01	01
USGS	02407000	COOSA RIVER AT CHILDERSBURG AL	ST	331730	0862150	33.29177917	-86.36386659	M	U	NAD27	NAD83	01	01
USGS	02407040	COOSA RIVER BELOW CHILDERSBURG AL	ST	331630	0862516	33.27511299	-86.42109020	M	U	NAD27	NAD83	01	01
USGS	02407075	KAHATCHEE CREEK NR CHILDERSBURG, ALA	ST	331420	0862500	33.23900305	-86.41664540	M	U	NAD27	NAD83	01	01
USGS	02407470	NORTH FORK YELLOWLEAF CREEK AT CHELSEA, AL.	ST	332033	0863754	33.34261070	-86.63165140	M	U	NAD27	NAD83	01	01
USGS	02407500	YELLOWLEAF CREEK NEAR WILSONVILLE AL	ST	331823	0863304	33.30650077	-86.55109380	M	U	NAD27	NAD83	01	01
USGS	02407510	MUDDY PRONG CREEK AT WESTOVER, ALA	ST	332122	0863135	33.35622120	-86.52637140	M	U	NAD27	NAD83	01	01
USGS	02407514	YELLOWLEAF CREEK NEAR WESTOVER, ALA.	ST	331914	0862943	33.32066689	-86.49525920	M	S	NAD27	NAD83	01	01
USGS	02407515	YELLOWLEAF CREEK NR HARPERSVILLE, ALA	ST	331845	0862830	33.31261164	-86.47498090	M	U	NAD27	NAD83	01	01
USGS	02407520	YELLOWLEAF CREEK AT WILSONVILLE AL	ST	331536	0862703	33.26011347	-86.45081310	M	U	NAD27	NAD83	01	01
USGS	02407521	FOURMILE CREEK NEAR WILSONVILLE, ALABAMA	ST	331519	0862917	33.25539138	-86.48803630	M	S	NAD27	NAD83	01	01
USGS	02407525	COOSA R @ GASTON STEAM PLANT BELOW YELLOWLEAF CR	ST	331400	0862630	33.23344765	-86.44164600	M	U	NAD27	NAD83	01	01
USGS	02407526	COOSA RIVER AT GASTON STEAM PLANT NR WILSONVILLE	ST	331428	0862730	33.24122519	-86.45831320	M	U	NAD27	NAD83	01	01
USGS	02407530	COOSA RIVER AT GASTON STEAMPLANT NR WILSONVILLE, A	ST	331352	0862758	33.23122548	-86.46609110	M	U	NAD27	NAD83	01	01
USGS	02407555	BEESWAX CREEK ABOVE COLUMBIANA, ALA	ST	331327	0863402	33.22428135	-86.56720470	M	U	NAD27	NAD83	01	01
USGS	02407560	BEESWAX CREEK NR KINGDOM CHURCH NR COLUMBIANA, A	ST	331100	0863230	33.18344920	-86.54164830	M	U	NAD27	NAD83	01	01
USGS	02407565	LITTLE BEESWAX CREEK NEAR COLUMBIANA AL	ST	330939	0863155	33.16094989	-86.53192570	M	U	NAD27	NAD83	01	01
USGS	02407620	CEDAR CREEK AT FAYETTEVILLE AL	ST	330909	0862422	33.15261668	-86.40608900	M	U	NAD27	NAD83	01	01
USGS	02407640	PECKERWOOD CREEK NR MARBLE VALLEY, ALA	ST	330535	0862640	33.09317400	-86.44442309	M	U	NAD27	NAD83	01	01
USGS	02407660	KEWAHATCHEE SPRING CREEK NR SHELBY, ALA	ST	330708	0863228	33.11900675	-86.54109240	M	U	NAD27	NAD83	01	01
USGS	02407675	WOLF CREEK NEAR COLUMBIANA, ALABAMA	ST	331138	0863923	33.19400465	-86.65637330	M	S	NAD27	NAD83	01	01
USGS	02407680	WAXAHATCHEE CREEK NEAR COLUMBIANA AL	ST	331049	0863908	33.18039395	-86.65220650	M	U	NAD27	NAD83	01	01
USGS	02407692	TOWN BRANCH NEAR COLUMBIANA, ALABAMA	ST	331040	0863659	33.17789397	-86.61637230	M	S	NAD27	NAD83	01	01
USGS	02407700	WAXAHATCHEE CREEK BELOW COLUMBIANA, ALA	ST	330927	0863830	33.15761686	-86.64165060	M	U	NAD27	NAD83	01	01
USGS	02407710	WAXAHATCHEE CREEK NEAR SHELBY AL	ST	330630	0863752	33.10845168	-86.63109450	M	U	NAD27	NAD83	01	01
USGS	02407719	BUXAHATCHEE CREEK AT 16TH STREET AT CALERA, AL.	ST	330540	0864525	33.09456345	-86.75693080	M	S	NAD27	NAD83	01	01
USGS	02407720	BUXAHATCHEE CREEK AT CALERA, ALA	ST	330545	0864507	33.09595228	-86.75193070	M	U	NAD27	NAD83	01	01
USGS	02407726	BUXAHATCHEE CREEK NR THORSBY, ALA	ST	330402	0863910	33.06734187	-86.65276149	M	U	NAD27	NAD83	01	01
USGS	02407740	 GG   3 BAY SPRING NEAR SHELBY, ALA	SP	330337	0863454	33.06039750	-86.58164860	M	F	NAD27	NAD83	01	01
USGS	02407741	MILL CREEK NR SHELBY, ALA	ST	330308	0863446	33.05234219	-86.57942630	M	U	NAD27	NAD83	01	01
USGS	02407900	PAINT CREEK NEAR MARBLE VALLEY AL	ST	330220	0862530	33.03900890	-86.42497780	M	U	NAD27	NAD83	01	01
USGS	02407905	PAINT CREEK BELOW MARBLE VALLEY AL	ST	330106	0862650	33.01845400	-86.44720050	M	S	NAD27	NAD83	01	01
USGS	02407950	COOSA RIVER AT LAY DAM NEAR CLANTON AL	ST	325754	0863103	32.96512240	-86.51747970	M	U	NAD27	NAD83	01	01
USGS	02407952	COOSA RIVER BELOW LAY DAM NR CLANTON AL (TAIL)	ST	325745	0863110	32.96262247	-86.51942420	M	U	NAD27	NAD83	01	01
USGS	02408000	COOSA RIVER (AT OLD LOCK 12) NEAR CLANTON AL	ST	325731	0863103	32.95873369	-86.51747970	M	U	NAD27	NAD83	01	01
USGS	02408004	YELLOW LEAF CREEK AT SEWAGE OUTFALL AT THORSBY, AL	ST	325508	0864141	32.91901280	-86.69470620	M	U	NAD27	NAD83	01	01
USGS	02408005	YELLOWLEAF CREEK NR THORSBY, ALA	ST	325350	0864044	32.89734669	-86.67887230	M	U	NAD27	NAD83	01	01
USGS	02408009	YELLOWLEAF CREEK ABOVE CLANTON, ALA	ST	325408	0863850	32.90234650	-86.64720490	M	U	NAD27	NAD83	01	01
USGS	02408010	YELLOWLEAF CREEK NEAR CLANTON AL	ST	325549	0863655	32.93040128	-86.61525980	M	U	NAD27	NAD83	01	01
USGS	02408030	YELLOWLEAF CREEK (NEAR LAY DAM) NEAR CLANTON AL	ST	325728	0863154	32.95790040	-86.53164670	M	U	NAD27	NAD83	01	01
USGS	02408130	WALNUT CREEK NEAR CLANTON, ALABAMA	ST	325056	0863620	32.84901455	-86.60553680	M	S	NAD27	NAD83	01	01
USGS	02408140	WALNUT CREEK AT CLANTON, ALA	ST	325135	0863558	32.85984759	-86.59942560	M	U	NAD27	NAD83	01	01
USGS	02408150	WALNUT CREEK ABOVE CLANTON, ALA	ST	325325	0863445	32.89027778	-86.57916670	N	S	NAD83	NAD83	01	01
USGS	02408170	WALNUT CREEK NEAR CLANTON AL	ST	325307	0863215	32.88540238	-86.53747970	M	U	NAD27	NAD83	01	01
USGS	02408325	HATCHET CREEK NEAR BROWNSVILLE AL	ST	331130	0854730	33.19178370	-85.79162790	M	U	NAD27	NAD83	01	01
USGS	02408340	LITTLE HATCHET CREEK NEAR GOODWATER AL	ST	330732	0860532	33.12567316	-86.09219160	M	U	NAD27	NAD83	01	01
USGS	02408350	HATCHET CREEK NEAR GOODWATER AL	ST	330500	0860440	33.08345215	-86.07774660	M	U	NAD27	NAD83	01	01
USGS	02408425	TRIBUTARY TO BAKER CREEK NEAR GOODWATER, ALABAMA	ST	330229	0860301	33.04150896	-86.05024560	M	U	NAD27	NAD83	01	01
USGS	02408450	SOCAPATOY CREEK NEAR SOCAPATOY AL	ST	325950	0860500	32.99734340	-86.08330180	M	U	NAD27	NAD83	01	01
USGS	02408475	BAKER CREEK NR GOODWATER, ALA	ST	330139	0860332	33.02762044	-86.05885680	M	U	NAD27	NAD83	01	01
USGS	02408500	HATCHET CREEK NEAR ROCKFORD AL	ST	325642	0861306	32.94512220	-86.21830500	M	U	NAD27	NAD83	01	01
USGS	02408540	HATCHET CREEK BELOW ROCKFORD AL	ST	325500	0861613	32.91678960	-86.27025070	M	U	NAD27	NAD83	01	01
USGS	02408550	JONES CREEK AT COUNTY ROAD NEAR ROCKFORD, ALABAMA	ST	325418	0861752	32.90512336	-86.29775140	M	S	NAD27	NAD83	01	01
USGS	02408600	SWAMP CREEK AT SALTER AL	ST	325130	0861825	32.85845800	-86.30691790	M	U	NAD27	NAD83	01	01
USGS	02408610	HATCHET CREEK NR KELLY'S CROSSROADS, ALA	ST	325105	0862020	32.85151386	-86.33886310	M	U	NAD27	NAD83	01	01
USGS	02409000	WEOGUFKA CREEK NEAR WEOGUFKA AL	ST	325901	0861826	32.98373234	-86.30719660	M	U	NAD27	NAD83	01	01
USGS	02409300	CARGLE CREEK NEAR CLANTON AL	ST	324932	0863014	32.82568174	-86.50386720	M	S	NAD27	NAD83	01	01
USGS	02409400	COOSA RIVER AT MITCHELL DAM NEAR VERBENA AL	ST	324822	0862641	32.80623765	-86.44469880	M	U	NAD27	NAD83	01	01
USGS	02409497	CLANTON WATER SUPPLY-MITCHELL LAKE-COOSA RIVER	ST	325007	0862817	32.83540360	-86.47136640	M	U	NAD27	NAD83	01	01
USGS	02409500	COOSA RIVER ABOVE VERBENA, AL.	ST	324827	0862634	32.80762650	-86.44275440	M	U	NAD27	NAD83	01	01
USGS	02409502	COOSA RIVER NEAR VERBENA AL	ST	324756	0862605	32.79901560	-86.43469850	M	U	NAD27	NAD83	01	01
USGS	02409505	SOUTH PRONG NEAR VERBENA, ALABAMA	ST	324536	0863150	32.76012799	-86.53053409	M	S	NAD27	NAD83	01	01
USGS	02409510	CHESTNUT CREEK AT VERBENA AL	ST	324523	0863044	32.75651697	-86.51220020	M	U	NAD27	NAD83	01	01
USGS	02409538	CHESTNUT CREEK (BEL MOUNTAIN CR) NR VERBENA, AL	ST	324503	0862648	32.75096139	-86.44664290	M	S	NAD27	NAD83	01	01
USGS	02409540	PROCTOR CREEK NEAR ROCKFORD AL	ST	324908	0862152	32.81901480	-86.36441910	M	U	NAD27	NAD83	01	01
USGS	02409600	PINCHOULEE CREEK AT COUNTY RD 27 NR TITUS, AL	ST	324716	0862129	32.78790455	-86.35802980	M	S	NAD27	NAD83	01	01
